,dest_node,source_node,weight,source_class,dest_class,edge_class
162,16,11,1,0,0,0-0
163,42,30,1,0,0,0-0
164,10,45,1,0,0,0-0
165,40,36,1,0,0,0-0
166,47,58,1,0,0,0-0
167,9,33,1,0,0,0-0
168,57,8,1,0,0,0-0
169,44,41,1,0,0,0-0
170,8,33,1,0,0,0-0
171,45,16,1,0,0,0-0
172,4,7,1,0,0,0-0
173,24,57,1,0,0,0-0
174,30,1,1,0,0,0-0
175,18,6,1,0,0,0-0
176,13,42,1,0,0,0-0
177,0,30,1,0,0,0-0
178,9,24,1,0,0,0-0
179,11,56,1,0,0,0-0
180,10,4,1,0,0,0-0
181,44,25,1,0,0,0-0
182,14,0,1,0,0,0-0
183,29,12,1,0,0,0-0
184,47,29,1,0,0,0-0
185,15,51,1,0,0,0-0
186,28,28,1,0,0,0-0
187,27,2,1,0,0,0-0
188,21,11,1,0,0,0-0
189,26,11,1,0,0,0-0
190,52,46,1,0,0,0-0
191,26,26,1,0,0,0-0
192,36,35,1,0,0,0-0
193,13,56,1,0,0,0-0
194,51,45,1,0,0,0-0
195,25,8,1,0,0,0-0
196,18,1,1,0,0,0-0
197,58,17,1,0,0,0-0
198,42,22,1,0,0,0-0
199,5,51,1,0,0,0-0
200,21,0,1,0,0,0-0
201,55,53,1,0,0,0-0
202,12,57,1,0,0,0-0
203,52,23,1,0,0,0-0
204,16,36,1,0,0,0-0
205,26,53,1,0,0,0-0
206,58,49,1,0,0,0-0
207,43,14,1,0,0,0-0
208,0,14,1,0,0,0-0
209,27,14,1,0,0,0-0
210,18,43,1,0,0,0-0
211,18,25,1,0,0,0-0
212,21,37,1,0,0,0-0
213,56,51,1,0,0,0-0
214,59,33,1,0,0,0-0
215,5,16,1,0,0,0-0
216,52,29,1,0,0,0-0
217,15,39,1,0,0,0-0
218,30,18,1,0,0,0-0
219,37,27,1,0,0,0-0
220,17,7,1,0,0,0-0
221,24,53,1,0,0,0-0
222,20,53,1,0,0,0-0
223,10,47,1,0,0,0-0
224,46,58,1,0,0,0-0
225,18,32,1,0,0,0-0
226,6,5,1,0,0,0-0
227,54,52,1,0,0,0-0
228,27,36,1,0,0,0-0
229,25,10,1,0,0,0-0
230,58,32,1,0,0,0-0
231,58,59,1,0,0,0-0
232,0,57,1,0,0,0-0
233,40,41,1,0,0,0-0
234,49,17,1,0,0,0-0
235,21,57,1,0,0,0-0
236,1,58,1,0,0,0-0
237,47,40,1,0,0,0-0
238,49,5,1,0,0,0-0
239,40,26,1,0,0,0-0
240,49,6,1,0,0,0-0
241,38,35,1,0,0,0-0
242,4,51,1,0,0,0-0
243,8,45,1,0,0,0-0
244,49,52,1,0,0,0-0
245,58,32,1,0,0,0-0
246,15,15,1,0,0,0-0
247,5,11,1,0,0,0-0
248,41,53,1,0,0,0-0
249,13,24,1,0,0,0-0
250,37,28,1,0,0,0-0
251,23,49,1,0,0,0-0
252,26,39,1,0,0,0-0
253,32,37,1,0,0,0-0
254,35,23,1,0,0,0-0
255,0,51,1,0,0,0-0
256,40,46,1,0,0,0-0
257,43,30,1,0,0,0-0
258,18,38,1,0,0,0-0
259,0,0,1,0,0,0-0
260,27,33,1,0,0,0-0
261,6,13,1,0,0,0-0
262,68,41,1,1,0,Jan-00
263,80,41,1,1,0,Jan-00
264,87,14,1,1,0,Jan-00
265,110,32,1,1,0,Jan-00
266,71,0,1,1,0,Jan-00
267,116,12,1,1,0,Jan-00
268,91,38,1,1,0,Jan-00
269,85,34,1,1,0,Jan-00
270,95,37,1,1,0,Jan-00
271,83,16,1,1,0,Jan-00
272,105,58,1,1,0,Jan-00
273,100,1,1,1,0,Jan-00
274,98,15,1,1,0,Jan-00
275,67,11,1,1,0,Jan-00
276,109,56,1,1,0,Jan-00
277,102,31,1,1,0,Jan-00
278,86,12,1,1,0,Jan-00
279,101,31,1,1,0,Jan-00
280,90,53,1,1,0,Jan-00
281,103,36,1,1,0,Jan-00
282,66,38,1,1,0,Jan-00
283,61,5,1,1,0,Jan-00
284,62,8,1,1,0,Jan-00
285,108,17,1,1,0,Jan-00
286,89,16,1,1,0,Jan-00
287,93,11,1,1,0,Jan-00
288,69,48,1,1,0,Jan-00
289,63,42,1,1,0,Jan-00
290,106,2,1,1,0,Jan-00
291,115,9,1,1,0,Jan-00
292,111,47,1,1,0,Jan-00
293,60,37,1,1,0,Jan-00
294,88,3,1,1,0,Jan-00
295,76,54,1,1,0,Jan-00
296,75,7,1,1,0,Jan-00
297,104,4,1,1,0,Jan-00
298,112,56,1,1,0,Jan-00
299,84,24,1,1,0,Jan-00
300,92,35,1,1,0,Jan-00
301,114,1,1,1,0,Jan-00
302,107,12,1,1,0,Jan-00
303,64,3,1,1,0,Jan-00
304,74,58,1,1,0,Jan-00
305,70,51,1,1,0,Jan-00
306,118,40,1,1,0,Jan-00
307,73,10,1,1,0,Jan-00
308,117,37,1,1,0,Jan-00
309,96,13,1,1,0,Jan-00
310,99,19,1,1,0,Jan-00
311,77,6,1,1,0,Jan-00
312,78,44,1,1,0,Jan-00
313,97,14,1,1,0,Jan-00
314,81,15,1,1,0,Jan-00
315,113,37,1,1,0,Jan-00
316,82,50,1,1,0,Jan-00
317,72,52,1,1,0,Jan-00
318,65,49,1,1,0,Jan-00
319,119,32,1,1,0,Jan-00
320,79,15,1,1,0,Jan-00
321,94,56,1,1,0,Jan-00
322,112,39,1,1,0,Jan-00
323,113,20,1,1,0,Jan-00
324,70,31,1,1,0,Jan-00
325,74,46,1,1,0,Jan-00
326,113,25,1,1,0,Jan-00
327,89,9,1,1,0,Jan-00
328,88,28,1,1,0,Jan-00
329,74,55,1,1,0,Jan-00
330,96,59,1,1,0,Jan-00
331,105,36,1,1,0,Jan-00
332,106,6,1,1,0,Jan-00
333,76,45,1,1,0,Jan-00
334,113,24,1,1,0,Jan-00
335,65,23,1,1,0,Jan-00
336,71,21,1,1,0,Jan-00
337,92,14,1,1,0,Jan-00
338,66,32,1,1,0,Jan-00
339,87,3,1,1,0,Jan-00
340,100,15,1,1,0,Jan-00
341,104,17,1,1,0,Jan-00
342,89,25,1,1,0,Jan-00
343,74,45,1,1,0,Jan-00
344,114,1,1,1,0,Jan-00
345,84,59,1,1,0,Jan-00
346,79,27,1,1,0,Jan-00
347,71,43,1,1,0,Jan-00
348,92,13,1,1,0,Jan-00
349,107,52,1,1,0,Jan-00
350,63,46,1,1,0,Jan-00
351,65,21,1,1,0,Jan-00
352,95,29,1,1,0,Jan-00
353,83,35,1,1,0,Jan-00
354,87,9,1,1,0,Jan-00
355,66,18,1,1,0,Jan-00
356,62,14,1,1,0,Jan-00
357,82,54,1,1,0,Jan-00
358,61,45,1,1,0,Jan-00
359,67,18,1,1,0,Jan-00
360,102,25,1,1,0,Jan-00
361,81,52,1,1,0,Jan-00
362,73,9,1,1,0,Jan-00
363,63,29,1,1,0,Jan-00
364,70,22,1,1,0,Jan-00
365,80,59,1,1,0,Jan-00
366,90,43,1,1,0,Jan-00
367,79,59,1,1,0,Jan-00
368,114,24,1,1,0,Jan-00
369,76,23,1,1,0,Jan-00
370,102,55,1,1,0,Jan-00
371,65,37,1,1,0,Jan-00
372,81,15,1,1,0,Jan-00
373,105,14,1,1,0,Jan-00
374,64,21,1,1,0,Jan-00
375,105,32,1,1,0,Jan-00
376,118,41,1,1,0,Jan-00
377,104,32,1,1,0,Jan-00
378,84,35,1,1,0,Jan-00
379,85,8,1,1,0,Jan-00
380,68,48,1,1,0,Jan-00
381,89,50,1,1,0,Jan-00
382,76,42,1,1,0,Jan-00
383,76,49,1,1,0,Jan-00
384,101,8,1,1,0,Jan-00
385,102,9,1,1,0,Jan-00
386,83,4,1,1,0,Jan-00
387,80,4,1,1,0,Jan-00
388,70,23,1,1,0,Jan-00
389,76,18,1,1,0,Jan-00
390,88,35,1,1,0,Jan-00
391,82,0,1,1,0,Jan-00
392,62,25,1,1,0,Jan-00
393,63,10,1,1,0,Jan-00
394,106,12,1,1,0,Jan-00
395,76,30,1,1,0,Jan-00
396,105,50,1,1,0,Jan-00
397,92,38,1,1,0,Jan-00
398,81,22,1,1,0,Jan-00
399,107,34,1,1,0,Jan-00
400,107,50,1,1,0,Jan-00
401,85,30,1,1,0,Jan-00
402,65,49,1,1,0,Jan-00
403,101,20,1,1,0,Jan-00
404,88,56,1,1,0,Jan-00
405,60,8,1,1,0,Jan-00
406,62,34,1,1,0,Jan-00
407,80,43,1,1,0,Jan-00
408,117,38,1,1,0,Jan-00
409,90,39,1,1,0,Jan-00
410,102,6,1,1,0,Jan-00
411,64,37,1,1,0,Jan-00
412,106,19,1,1,0,Jan-00
413,88,4,1,1,0,Jan-00
414,70,25,1,1,0,Jan-00
415,65,36,1,1,0,Jan-00
416,99,16,1,1,0,Jan-00
417,91,9,1,1,0,Jan-00
418,75,53,1,1,0,Jan-00
419,84,4,1,1,0,Jan-00
420,95,30,1,1,0,Jan-00
421,91,47,1,1,0,Jan-00
422,118,20,1,1,0,Jan-00
423,103,38,1,1,0,Jan-00
424,104,12,1,1,0,Jan-00
425,94,33,1,1,0,Jan-00
426,114,56,1,1,0,Jan-00
427,65,52,1,1,0,Jan-00
428,69,55,1,1,0,Jan-00
429,101,16,1,1,0,Jan-00
430,99,2,1,1,0,Jan-00
431,111,40,1,1,0,Jan-00
432,86,51,1,1,0,Jan-00
433,109,50,1,1,0,Jan-00
434,79,11,1,1,0,Jan-00
435,115,56,1,1,0,Jan-00
436,87,29,1,1,0,Jan-00
437,70,5,1,1,0,Jan-00
438,60,40,1,1,0,Jan-00
439,60,5,1,1,0,Jan-00
440,104,40,1,1,0,Jan-00
441,65,44,1,1,0,Jan-00
442,115,51,1,1,0,Jan-00
443,115,41,1,1,0,Jan-00
444,76,23,1,1,0,Jan-00
445,102,21,1,1,0,Jan-00
446,110,39,1,1,0,Jan-00
447,99,39,1,1,0,Jan-00
448,65,46,1,1,0,Jan-00
449,103,50,1,1,0,Jan-00
450,106,37,1,1,0,Jan-00
451,75,3,1,1,0,Jan-00
452,60,14,1,1,0,Jan-00
453,114,12,1,1,0,Jan-00
454,65,18,1,1,0,Jan-00
455,107,14,1,1,0,Jan-00
456,119,12,1,1,0,Jan-00
457,111,11,1,1,0,Jan-00
458,119,16,1,1,0,Jan-00
459,65,21,1,1,0,Jan-00
460,63,55,1,1,0,Jan-00
461,95,59,1,1,0,Jan-00
462,75,26,1,1,0,Jan-00
463,119,48,1,1,0,Jan-00
464,63,14,1,1,0,Jan-00
465,66,7,1,1,0,Jan-00
466,75,10,1,1,0,Jan-00
467,90,1,1,1,0,Jan-00
468,80,45,1,1,0,Jan-00
469,105,5,1,1,0,Jan-00
470,70,10,1,1,0,Jan-00
471,67,13,1,1,0,Jan-00
472,118,23,1,1,0,Jan-00
473,70,4,1,1,0,Jan-00
474,118,18,1,1,0,Jan-00
475,110,59,1,1,0,Jan-00
476,101,5,1,1,0,Jan-00
477,86,24,1,1,0,Jan-00
478,114,36,1,1,0,Jan-00
479,66,44,1,1,0,Jan-00
480,118,30,1,1,0,Jan-00
481,106,38,1,1,0,Jan-00
482,92,31,1,1,0,Jan-00
483,118,53,1,1,0,Jan-00
484,66,23,1,1,0,Jan-00
485,60,4,1,1,0,Jan-00
486,81,55,1,1,0,Jan-00
487,84,11,1,1,0,Jan-00
488,80,11,1,1,0,Jan-00
489,106,56,1,1,0,Jan-00
490,76,15,1,1,0,Jan-00
491,69,48,1,1,0,Jan-00
492,76,1,1,1,0,Jan-00
493,117,45,1,1,0,Jan-00
494,86,5,1,1,0,Jan-00
495,67,30,1,1,0,Jan-00
496,100,70,1,1,1,1-Jan
497,79,99,1,1,1,1-Jan
498,112,83,1,1,1,1-Jan
499,84,68,1,1,1,1-Jan
500,62,77,1,1,1,1-Jan
501,97,94,1,1,1,1-Jan
502,67,78,1,1,1,1-Jan
503,61,65,1,1,1,1-Jan
504,86,115,1,1,1,1-Jan
505,83,81,1,1,1,1-Jan
506,116,99,1,1,1,1-Jan
507,88,95,1,1,1,1-Jan
508,72,70,1,1,1,1-Jan
509,85,76,1,1,1,1-Jan
510,104,92,1,1,1,1-Jan
511,107,118,1,1,1,1-Jan
512,99,87,1,1,1,1-Jan
513,69,110,1,1,1,1-Jan
514,63,79,1,1,1,1-Jan
515,91,93,1,1,1,1-Jan
516,60,89,1,1,1,1-Jan
517,101,93,1,1,1,1-Jan
518,115,60,1,1,1,1-Jan
519,70,94,1,1,1,1-Jan
520,102,69,1,1,1,1-Jan
521,111,94,1,1,1,1-Jan
522,74,119,1,1,1,1-Jan
523,87,101,1,1,1,1-Jan
524,105,109,1,1,1,1-Jan
525,109,100,1,1,1,1-Jan
526,96,61,1,1,1,1-Jan
527,68,107,1,1,1,1-Jan
528,77,119,1,1,1,1-Jan
529,93,85,1,1,1,1-Jan
530,64,89,1,1,1,1-Jan
531,76,73,1,1,1,1-Jan
532,71,86,1,1,1,1-Jan
533,81,85,1,1,1,1-Jan
534,94,89,1,1,1,1-Jan
535,90,74,1,1,1,1-Jan
536,106,116,1,1,1,1-Jan
537,110,95,1,1,1,1-Jan
538,75,63,1,1,1,1-Jan
539,65,110,1,1,1,1-Jan
540,113,66,1,1,1,1-Jan
541,108,108,1,1,1,1-Jan
542,117,68,1,1,1,1-Jan
543,103,69,1,1,1,1-Jan
544,118,103,1,1,1,1-Jan
545,73,103,1,1,1,1-Jan
546,80,118,1,1,1,1-Jan
547,78,114,1,1,1,1-Jan
548,92,98,1,1,1,1-Jan
549,89,102,1,1,1,1-Jan
550,82,112,1,1,1,1-Jan
551,95,95,1,1,1,1-Jan
552,119,114,1,1,1,1-Jan
553,114,117,1,1,1,1-Jan
554,98,60,1,1,1,1-Jan
555,66,98,1,1,1,1-Jan
556,101,60,1,1,1,1-Jan
557,118,97,1,1,1,1-Jan
558,90,99,1,1,1,1-Jan
559,77,101,1,1,1,1-Jan
560,88,104,1,1,1,1-Jan
561,61,67,1,1,1,1-Jan
562,115,109,1,1,1,1-Jan
563,77,113,1,1,1,1-Jan
564,84,119,1,1,1,1-Jan
565,79,84,1,1,1,1-Jan
566,98,60,1,1,1,1-Jan
567,118,61,1,1,1,1-Jan
568,64,63,1,1,1,1-Jan
569,70,96,1,1,1,1-Jan
570,102,116,1,1,1,1-Jan
571,87,83,1,1,1,1-Jan
572,84,111,1,1,1,1-Jan
573,66,105,1,1,1,1-Jan
574,115,75,1,1,1,1-Jan
575,110,100,1,1,1,1-Jan
576,81,91,1,1,1,1-Jan
577,81,66,1,1,1,1-Jan
578,116,81,1,1,1,1-Jan
579,87,94,1,1,1,1-Jan
580,70,74,1,1,1,1-Jan
581,74,78,1,1,1,1-Jan
582,116,83,1,1,1,1-Jan
583,95,78,1,1,1,1-Jan
584,112,110,1,1,1,1-Jan
585,96,114,1,1,1,1-Jan
586,119,80,1,1,1,1-Jan
587,66,95,1,1,1,1-Jan
588,109,61,1,1,1,1-Jan
589,72,110,1,1,1,1-Jan
590,104,61,1,1,1,1-Jan
591,77,94,1,1,1,1-Jan
592,106,78,1,1,1,1-Jan
593,72,115,1,1,1,1-Jan
594,95,93,1,1,1,1-Jan
595,101,65,1,1,1,1-Jan
596,67,109,1,1,1,1-Jan
597,62,83,1,1,1,1-Jan
598,113,61,1,1,1,1-Jan
599,118,98,1,1,1,1-Jan
600,113,93,1,1,1,1-Jan
601,110,75,1,1,1,1-Jan
602,65,66,1,1,1,1-Jan
603,69,111,1,1,1,1-Jan
604,87,80,1,1,1,1-Jan
605,92,97,1,1,1,1-Jan
606,114,67,1,1,1,1-Jan
607,85,108,1,1,1,1-Jan
608,83,87,1,1,1,1-Jan
609,116,90,1,1,1,1-Jan
610,110,62,1,1,1,1-Jan
611,118,92,1,1,1,1-Jan
612,85,79,1,1,1,1-Jan
613,91,78,1,1,1,1-Jan
614,98,88,1,1,1,1-Jan
615,105,96,1,1,1,1-Jan
616,73,95,1,1,1,1-Jan
617,87,63,1,1,1,1-Jan
618,81,61,1,1,1,1-Jan
619,118,103,1,1,1,1-Jan
620,102,76,1,1,1,1-Jan
621,89,103,1,1,1,1-Jan
622,62,67,1,1,1,1-Jan
623,79,97,1,1,1,1-Jan
624,78,76,1,1,1,1-Jan
625,69,118,1,1,1,1-Jan
626,71,60,1,1,1,1-Jan
627,94,61,1,1,1,1-Jan
628,83,62,1,1,1,1-Jan
629,70,98,1,1,1,1-Jan
630,74,99,1,1,1,1-Jan
631,104,79,1,1,1,1-Jan
632,74,117,1,1,1,1-Jan
633,107,82,1,1,1,1-Jan
634,64,67,1,1,1,1-Jan
635,69,98,1,1,1,1-Jan
636,100,100,1,1,1,1-Jan
637,84,102,1,1,1,1-Jan
638,118,95,1,1,1,1-Jan
639,110,69,1,1,1,1-Jan
640,104,107,1,1,1,1-Jan
641,64,79,1,1,1,1-Jan
642,70,68,1,1,1,1-Jan
643,119,94,1,1,1,1-Jan
644,67,117,1,1,1,1-Jan
645,96,90,1,1,1,1-Jan
646,73,97,1,1,1,1-Jan
647,112,90,1,1,1,1-Jan
648,114,110,1,1,1,1-Jan
649,111,77,1,1,1,1-Jan
650,64,79,1,1,1,1-Jan
651,88,92,1,1,1,1-Jan
652,119,75,1,1,1,1-Jan
653,87,91,1,1,1,1-Jan
654,113,117,1,1,1,1-Jan
655,119,119,1,1,1,1-Jan
656,72,85,1,1,1,1-Jan
657,113,71,1,1,1,1-Jan
658,116,110,1,1,1,1-Jan
659,110,114,1,1,1,1-Jan
660,64,92,1,1,1,1-Jan
661,101,78,1,1,1,1-Jan
662,138,32,1,2,0,Feb-00
663,166,42,1,2,0,Feb-00
664,198,21,1,2,0,Feb-00
665,123,27,1,2,0,Feb-00
666,149,57,1,2,0,Feb-00
667,124,32,1,2,0,Feb-00
668,183,7,1,2,0,Feb-00
669,121,2,1,2,0,Feb-00
670,139,48,1,2,0,Feb-00
671,134,27,1,2,0,Feb-00
672,144,57,1,2,0,Feb-00
673,163,28,1,2,0,Feb-00
674,130,9,1,2,0,Feb-00
675,179,47,1,2,0,Feb-00
676,145,31,1,2,0,Feb-00
677,151,2,1,2,0,Feb-00
678,148,39,1,2,0,Feb-00
679,137,59,1,2,0,Feb-00
680,152,14,1,2,0,Feb-00
681,136,14,1,2,0,Feb-00
682,169,57,1,2,0,Feb-00
683,196,30,1,2,0,Feb-00
684,161,57,1,2,0,Feb-00
685,195,32,1,2,0,Feb-00
686,197,57,1,2,0,Feb-00
687,178,26,1,2,0,Feb-00
688,167,58,1,2,0,Feb-00
689,162,32,1,2,0,Feb-00
690,165,45,1,2,0,Feb-00
691,120,1,1,2,0,Feb-00
692,191,13,1,2,0,Feb-00
693,142,53,1,2,0,Feb-00
694,175,31,1,2,0,Feb-00
695,143,36,1,2,0,Feb-00
696,190,31,1,2,0,Feb-00
697,176,10,1,2,0,Feb-00
698,181,44,1,2,0,Feb-00
699,126,12,1,2,0,Feb-00
700,132,24,1,2,0,Feb-00
701,170,59,1,2,0,Feb-00
702,188,37,1,2,0,Feb-00
703,135,41,1,2,0,Feb-00
704,173,58,1,2,0,Feb-00
705,158,26,1,2,0,Feb-00
706,174,46,1,2,0,Feb-00
707,141,21,1,2,0,Feb-00
708,153,30,1,2,0,Feb-00
709,156,20,1,2,0,Feb-00
710,186,34,1,2,0,Feb-00
711,185,0,1,2,0,Feb-00
712,150,0,1,2,0,Feb-00
713,140,52,1,2,0,Feb-00
714,199,49,1,2,0,Feb-00
715,125,47,1,2,0,Feb-00
716,164,48,1,2,0,Feb-00
717,171,7,1,2,0,Feb-00
718,154,59,1,2,0,Feb-00
719,193,38,1,2,0,Feb-00
720,177,3,1,2,0,Feb-00
721,146,4,1,2,0,Feb-00
722,180,36,1,2,0,Feb-00
723,189,13,1,2,0,Feb-00
724,159,25,1,2,0,Feb-00
725,192,9,1,2,0,Feb-00
726,122,39,1,2,0,Feb-00
727,127,23,1,2,0,Feb-00
728,168,4,1,2,0,Feb-00
729,157,44,1,2,0,Feb-00
730,187,11,1,2,0,Feb-00
731,131,8,1,2,0,Feb-00
732,172,11,1,2,0,Feb-00
733,182,37,1,2,0,Feb-00
734,129,34,1,2,0,Feb-00
735,160,2,1,2,0,Feb-00
736,184,7,1,2,0,Feb-00
737,155,14,1,2,0,Feb-00
738,128,0,1,2,0,Feb-00
739,147,34,1,2,0,Feb-00
740,194,48,1,2,0,Feb-00
741,133,19,1,2,0,Feb-00
742,161,32,1,2,0,Feb-00
743,165,33,1,2,0,Feb-00
744,190,13,1,2,0,Feb-00
745,147,48,1,2,0,Feb-00
746,196,1,1,2,0,Feb-00
747,199,29,1,2,0,Feb-00
748,135,35,1,2,0,Feb-00
749,189,37,1,2,0,Feb-00
750,154,35,1,2,0,Feb-00
751,184,19,1,2,0,Feb-00
752,142,12,1,2,0,Feb-00
753,177,18,1,2,0,Feb-00
754,145,45,1,2,0,Feb-00
755,163,59,1,2,0,Feb-00
756,162,38,1,2,0,Feb-00
757,167,31,1,2,0,Feb-00
758,125,23,1,2,0,Feb-00
759,172,43,1,2,0,Feb-00
760,129,17,1,2,0,Feb-00
761,135,8,1,2,0,Feb-00
762,166,25,1,2,0,Feb-00
763,182,13,1,2,0,Feb-00
764,178,55,1,2,0,Feb-00
765,190,27,1,2,0,Feb-00
766,147,19,1,2,0,Feb-00
767,197,22,1,2,0,Feb-00
768,192,46,1,2,0,Feb-00
769,162,39,1,2,0,Feb-00
770,197,48,1,2,0,Feb-00
771,147,56,1,2,0,Feb-00
772,139,56,1,2,0,Feb-00
773,150,8,1,2,0,Feb-00
774,133,10,1,2,0,Feb-00
775,145,57,1,2,0,Feb-00
776,141,4,1,2,0,Feb-00
777,133,55,1,2,0,Feb-00
778,162,50,1,2,0,Feb-00
779,169,21,1,2,0,Feb-00
780,126,59,1,2,0,Feb-00
781,194,17,1,2,0,Feb-00
782,147,13,1,2,0,Feb-00
783,169,20,1,2,0,Feb-00
784,138,54,1,2,0,Feb-00
785,180,29,1,2,0,Feb-00
786,121,21,1,2,0,Feb-00
787,128,36,1,2,0,Feb-00
788,198,55,1,2,0,Feb-00
789,196,11,1,2,0,Feb-00
790,139,2,1,2,0,Feb-00
791,162,55,1,2,0,Feb-00
792,175,18,1,2,0,Feb-00
793,152,41,1,2,0,Feb-00
794,129,53,1,2,0,Feb-00
795,156,41,1,2,0,Feb-00
796,197,15,1,2,0,Feb-00
797,131,12,1,2,0,Feb-00
798,196,44,1,2,0,Feb-00
799,192,26,1,2,0,Feb-00
800,191,54,1,2,0,Feb-00
801,179,15,1,2,0,Feb-00
802,151,48,1,2,0,Feb-00
