199 49 5
125 47 5
164 48 5
171 7 5
154 59 5
193 38 5
177 3 5
146 4 5
180 36 5
189 13 5
159 25 5
192 9 5
122 39 5
127 23 5
168 4 5
157 44 5
187 11 5
131 8 5
172 11 5
182 37 5
129 34 5
160 2 5
184 7 5
155 14 5
128 0 5
147 34 5
194 48 5
133 19 5
161 32 5
165 33 5
190 13 5
147 48 5
196 1 5
199 29 5
135 35 5
189 37 5
154 35 5
184 19 5
142 12 5
177 18 5
145 45 5
163 59 5
162 38 5
167 31 5
125 23 5
172 43 5
129 17 5
135 8 5
166 25 5
182 13 5
178 55 5
190 27 5
147 19 5
197 22 5
192 46 5
162 39 5
197 48 5
147 56 5
139 56 5
150 8 5
133 10 5
145 57 5
141 4 5
133 55 5
162 50 5
169 21 5
126 59 5
194 17 5
147 13 5
169 20 5
138 54 5
180 29 5
121 21 5
128 36 5
198 55 5
196 11 5
139 2 5
162 55 5
175 18 5
152 41 5
129 53 5
156 41 5
197 15 5
131 12 5
196 44 5
192 26 5
191 54 5
179 15 5
151 48 5
198 37 5
164 44 5
176 47 5
181 34 5
146 1 5
178 40 5
168 0 5
183 38 5
135 34 5
166 39 5
144 41 5
150 29 5
159 36 5
178 42 5
176 26 5
178 4 5
176 14 5
199 54 5
152 45 5
184 43 5
163 30 5
153 6 5
176 3 5
154 23 5
132 0 5
187 41 5
179 36 5
133 25 5
185 18 5
128 16 5
151 57 5
197 25 5
133 55 5
142 20 5
185 3 5
169 44 5
188 49 5
143 32 5
121 37 5
131 17 5
125 38 5
180 29 5
155 6 5
196 46 5
192 46 5
128 35 5
194 13 5
158 49 5
192 12 5
198 2 5
126 9 5
183 36 5
150 35 5
157 21 5
183 38 5
176 1 5
151 8 5
178 59 5
158 52 5
124 22 5
159 26 5
163 0 5
132 2 5
153 57 5
171 43 5
130 31 5
148 0 5
182 10 5
174 20 5
187 47 5
169 9 5
121 10 5
178 2 5
122 2 5
133 56 5
124 35 5
136 19 5
120 5 5
161 54 5
125 2 5
174 24 5
125 51 5
142 14 5
183 48 5
147 28 5
172 51 5
139 42 5
141 21 5
188 54 5
176 3 5
150 8 5
143 29 5
124 54 5
162 4 5
169 38 5
177 20 5
173 55 5
133 13 5
180 6 5
135 55 5
127 3 5
198 49 5
191 36 5
186 44 5
134 18 5
126 43 5
189 10 5
120 52 5
157 19 5
156 3 5
158 19 5
124 31 5
146 52 5
191 43 5
151 31 5
187 53 5
144 12 5
157 30 5
198 29 5
165 21 5
131 6 5
176 53 5
137 2 5
143 50 5
199 22 5
170 44 5
163 4 5
149 14 5
125 14 5
161 21 5
154 13 5
169 40 5
161 27 5
135 14 5
172 18 5
164 30 5
163 6 5
131 2 5
153 7 5
174 55 5
162 44 5
194 43 5
130 10 5
