3562 7689 5 12
7689 3562 5 12
7870 110 5 2
110 7870 5 2
8772 9881 4 3
1656 3562 5 1
3562 1656 5 1
7623 4900 5 2
4900 7623 5 2
885 8403 8 4
7291 3887 4 2
6362 7847 3 2
1476 3406 1 9
1917 8445 5 1
8445 1917 5 1
5577 2384 5 3
2384 5577 5 3
4318 1470 4 3
8744 4598 4 3
3193 4448 3 3
585 5387 1 2
4882 9705 8 2
436 7708 6 2
529 6160 6 2
2384 9180 3 6
1098 2834 3 2
3804 3594 4 4
7901 3488 4 40
2455 5761 7 3
9406 8772 5 25
8772 9406 5 25
2528 7262 4 30
760 6285 3 2
3095 2834 0 1
2834 3095 0 1
528 9734 1 2
3562 5324 5 11
5324 3562 5 11
880 8321 1 2
2335 3665 4 2
7245 8795 3 2
8772 3840 5 1
3840 8772 5 1
2498 1470 4 3
894 7819 4 14
1288 2834 3 3
3562 142 4 2
8772 2648 4 14
8772 3723 4 10
3562 7189 5 3
7189 3562 5 3
3562 4060 4 3
3562 2070 6 2
8736 9997 3 2
1701 3562 5 1
3562 1701 5 1
2834 1135 1 8
5421 5126 5 1
5126 5421 5 1
3562 3437 5 5
3437 3562 5 5
9408 2384 5 19
2384 9408 5 19
5357 9018 5 2
9018 5357 5 2
3562 7396 3 2
8153 8153 5 2
8772 5469 4 12
7912 7529 4 2
9518 8321 4 2
5190 1764 4 6
9486 8452 5 1
8452 9486 5 1
4339 9186 4 2
3588 6342 4 4
8918 7709 5 1
7709 8918 5 1
8588 3314 3 4
9195 2722 0 3
2722 9195 0 3
2198 2002 8 2
48 8772 5 2
8772 48 5 2
9701 8004 0 2
8004 9701 0 2
3562 3821 4 4
2501 3821 1 4
1802 7599 4 19
9941 5451 4 2
1233 3260 3 2
1003 2834 3 4
9868 4087 3 7
1945 8480 4 32
9180 4672 0 18
4672 9180 0 18
1076 8321 4 6
393 4186 1 5
684 3562 5 1
3562 684 5 1
3431 684 5 1
684 3431 5 1
6266 8321 4 4
3562 7832 6 53
110 5309 4 2
8739 8739 5 2
6622 2009 4 4
3562 7167 6 2
8023 3562 5 1
3562 8023 5 1
1428 2834 3 2
2356 5049 3 2
4672 4672 0 32
2083 7056 3 2
1650 1764 4 2
760 2528 5 2
2528 760 5 2
2673 4501 4 6
5357 3115 4 2
2540 1691 5 1
1691 2540 5 1
343 885 6 5
3562 8772 5 10
8772 3562 5 10
9804 1630 3 2
8772 7047 4 2
3562 1589 3 2
529 8772 5 3
8772 529 5 3
491 8772 5 2
8772 491 5 2
8772 2944 3 2
1730 8772 5 13
8772 1730 5 13
4735 1845 4 3
3562 2464 4 2
6143 8772 5 9
8772 6143 5 9
5193 9835 3 2
229 3658 4 2
970 970 5 2
3562 1515 4 49
4515 229 5 1
229 4515 5 1
9408 5602 5 3
5602 9408 5 3
5231 8480 4 3
8231 546 1 2
8772 5714 4 3
3562 767 4 2
7341 1096 3 2
5935 7262 1 3
6913 2673 5 1
2673 6913 5 1
1068 585 0 1
585 1068 0 1
1001 9429 4 2
9342 9787 4 2
1506 9973 4 2
2332 8321 4 3
5419 7775 5 2
7775 5419 5 2
343 3390 4 2
8772 7882 6 17
7847 2304 1 2
3562 122 4 55
7821 3586 1 4
393 176 0 1
176 393 0 1
5410 6567 5 3
6567 5410 5 3
2528 8625 4 3
3871 9172 3 2
2198 2834 7 3
229 3648 5 1
3648 229 5 1
1290 1290 0 2
1393 3562 5 1
3562 1393 5 1
7122 7398 6 2
2834 1408 1 23
1184 5576 5 1
5576 1184 5 1
3047 4393 5 1
4393 3047 5 1
9159 10 4 4
3562 1516 3 5
4336 5874 4 3
7941 1233 5 2
1233 7941 5 2
6743 963 1 2
5365 6526 5 1
6526 5365 5 1
8772 1304 3 4
3562 5968 3 5
2778 5419 5 1
5419 2778 5 1
8772 2569 4 7
4633 8934 0 1
8934 4633 0 1
6089 3228 3 4
349 59 3 2
6250 7262 8 2
3562 10 4 3
3357 8772 5 4
8772 3357 5 4
8934 2104 1 2
8772 760 5 10
760 8772 5 10
5264 3562 5 2
3562 5264 5 2
7436 1785 7 2
3991 6377 5 1
6377 3991 5 1
3991 955 3 4
6377 955 3 2
3562 5543 4 18
885 1057 8 7
8364 7746 4 2
1520 3658 4 2
3562 5813 4 3
8772 1949 5 2
1949 8772 5 2
6269 8195 5 1
8195 6269 5 1
610 7505 3 4
6567 3562 5 5
3562 6567 5 5
8502 3665 4 9
2384 8772 5 1
8772 2384 5 1
8772 3010 3 19
8772 3598 3 2
7926 1704 1 2
8153 3665 4 2
8744 1476 3 6
3562 8625 4 70
8772 9589 3 35
3562 3830 5 1
3830 3562 5 1
6238 6528 4 2
5126 199 4 2
8008 5357 5 3
5357 8008 5 3
1927 9436 4 2
6006 5733 7 2
2077 393 3 8
2077 7726 4 3
5924 1200 5 1
1200 5924 5 1
8891 1938 3 2
6521 5357 5 1
5357 6521 5 1
343 343 5 2
8772 2464 4 5
2797 6213 4 3
4681 5266 5 1
5266 4681 5 1
3562 8618 5 1
8618 3562 5 1
6526 941 3 2
8772 4362 3 12
886 9907 1 9
110 9534 3 2
3562 5714 4 11
456 7869 4 2
3562 5357 5 2
5357 3562 5 2
1575 826 3 3
1575 8611 3 5
2547 7758 1 4
8772 6585 4 14
3562 9847 4 2
9068 8321 1 3
9039 3562 5 1
3562 9039 5 1
2310 5193 5 2
5193 2310 5 2
7194 5482 5 1
5482 7194 5 1
3562 5365 5 1
5365 3562 5 1
3357 8253 4 2
5301 3562 5 3
3562 5301 5 3
8772 885 6 9
6201 4756 4 2
1802 1802 5 8
8008 3594 4 4
8642 6361 5 1
6361 8642 5 1
5854 3466 4 3
5689 2337 1 3
436 514 3 2
4291 6041 8 4
758 3573 3 8
836 9516 4 2
3562 7687 6 3
9327 6943 3 2
3729 8321 1 21
8772 4462 4 4
3562 4681 5 2
4681 3562 5 2
3562 6105 5 1
6105 3562 5 1
9406 3803 4 6
3562 8355 3 9
2922 8321 4 3
1802 229 5 2
229 1802 5 2
8772 1227 3 6
3562 7876 6 4
8772 1376 6 9
2778 1293 4 10
8772 8805 4 32
8594 4395 5 3
4395 8594 5 3
885 9907 8 6
3606 9501 3 4
1685 6580 1 4
9997 9997 0 2
9589 3803 1 23
7192 8321 4 24
6024 7238 5 1
7238 6024 5 1
9018 7436 6 2
2778 4827 5 1
4827 2778 5 1
3299 8008 5 1
8008 3299 5 1
6960 8709 5 1
8709 6960 5 1
2528 2473 5 1
2473 2528 5 1
4924 9585 0 1
9585 4924 0 1
4070 229 5 1
229 4070 5 1
1838 8321 1 2
1703 6753 4 2
8772 2190 6 4
7271 3921 5 1
3921 7271 5 1
2834 5543 1 13
9515 154 4 2
2528 9589 3 2
7007 7487 5 1
7487 7007 5 1
2005 1802 5 1
1802 2005 5 1
3562 8598 4 2
3562 8295 5 1
8295 3562 5 1
8772 2894 4 2
6740 8702 1 7
2528 2658 5 1
2658 2528 5 1
6381 2834 3 2
2528 5126 5 7
5126 2528 5 7
3562 5207 4 8
518 2515 1 2
8008 2192 4 2
5065 675 5 1
675 5065 5 1
9695 3562 5 1
3562 9695 5 1
8772 6233 4 8
5357 5357 5 10
5160 1545 1 2
2310 880 3 2
6378 7262 1 2
3606 1230 5 1
1230 3606 5 1
8772 1474 4 5
6577 5042 1 2
693 393 3 6
693 7726 4 2
7632 8786 5 1
8786 7632 5 1
3562 119 5 1
119 3562 5 1
2736 4431 3 3
7440 9589 3 4
1531 3665 1 3
8074 7702 4 6
3562 4844 3 9
2540 6185 3 2
8772 3594 4 8
7975 3443 5 1
3443 7975 5 1
8239 3562 5 1
3562 8239 5 1
1076 4346 3 2
1699 717 5 1
717 1699 5 1
3562 9408 5 2
9408 3562 5 2
4970 5042 1 2
7784 7356 3 2
8772 7832 6 2
8772 4681 5 3
4681 8772 5 3
8772 6303 5 2
6303 8772 5 2
8364 717 5 1
717 8364 5 1
2005 3588 5 1
3588 2005 5 1
8040 498 4 3
8008 3803 4 2
2528 9905 5 3
9905 2528 5 3
4149 8321 4 2
2528 5625 4 2
2368 9012 7 2
3562 5099 5 1
5099 3562 5 1
9589 3390 1 6
8306 7472 1 2
3643 7615 3 2
4156 3274 5 3
3274 4156 5 3
442 2895 5 1
2895 442 5 1
5442 3658 4 2
2834 7532 1 2
3562 1869 3 7
3562 4350 4 27
2778 1723 5 2
1723 2778 5 2
5335 1982 1 2
4746 8772 5 1
8772 4746 5 1
4892 2695 4 4
805 2850 3 4
4339 9791 5 1
9791 4339 5 1
8008 3473 3 4
8008 1672 5 1
1672 8008 5 1
6505 4117 3 2
3562 4115 5 1
4115 3562 5 1
330 4597 5 2
4597 330 5 2
7775 1476 3 2
1223 8772 5 1
8772 1223 5 1
4211 7176 5 1
7176 4211 5 1
7056 7056 0 2
3562 7105 4 3
7066 6759 1 2
9037 3665 1 2
9108 9436 4 2
8772 2762 6 13
2528 7702 4 2
8801 8321 4 2
2910 5385 4 2
3562 6471 6 2
1810 198 0 2
198 1810 0 2
6434 7765 4 4
3562 9451 5 2
9451 3562 5 2
410 691 4 2
9702 2834 0 1
2834 9702 0 1
4159 6041 1 3
3180 9229 1 9
296 6764 4 2
2722 2499 1 13
7634 4992 4 4
8988 885 6 2
3562 2835 6 2
365 6261 4 2
8632 1076 5 1
1076 8632 5 1
9508 1576 5 2
1576 9508 5 2
4416 4416 0 2
4251 7181 4 2
4672 3406 1 2
2528 4833 4 6
2481 121 4 11
8772 1685 3 21
7056 239 1 2
9195 9195 0 2
8772 2974 4 6
9589 9589 0 4
2335 42 4 3
8401 3665 4 10
7699 3530 5 1
3530 7699 5 1
7827 38 3 2
6771 3896 4 2
3562 4227 5 1
4227 3562 5 1
7104 7104 5 2
6496 9907 4 4
7680 3562 5 1
3562 7680 5 1
8772 6753 4 9
6051 5042 4 2
7807 6761 3 2
2736 4485 3 2
3562 4541 3 2
349 9439 5 1
9439 349 5 1
38 4362 0 2
4362 38 0 2
3299 8772 5 9
8772 3299 5 9
6757 4827 5 1
4827 6757 5 1
110 6143 5 2
6143 110 5 2
3562 8934 3 2
900 4944 8 2
8744 8721 3 2
6814 6932 4 2
9542 9542 5 6
1802 5410 5 2
5410 1802 5 2
3227 6041 1 4
3562 3723 4 5
9202 5195 5 1
5195 9202 5 1
2431 3823 6 2
9589 8321 1 4
8502 7420 3 2
3562 3106 5 3
3106 3562 5 3
1951 6528 4 2
1730 8321 4 4
5193 8975 3 2
2762 6277 8 2
8772 5362 4 3
760 5126 5 2
5126 760 5 2
6969 8625 4 2
1730 3803 4 3
6702 6702 0 2
8772 6790 3 2
3588 2364 5 2
2364 3588 5 2
7440 181 3 5
4336 1802 5 1
1802 4336 5 1
3106 1571 5 3
1571 3106 5 3
6271 8578 3 2
3704 4828 1 2
3562 5641 4 2
2554 8321 8 2
7882 4646 7 2
7760 3647 1 2
4899 8053 0 1
8053 4899 0 1
9066 1227 0 1
1227 9066 0 1
3357 3562 5 3
3562 3357 5 3
1288 717 5 1
717 1288 5 1
105 105 5 2
3562 3312 4 2
5419 3164 5 1
3164 5419 5 1
8008 2808 5 1
2808 8008 5 1
1672 8321 4 13
3562 9259 4 4
8772 6541 5 8
6541 8772 5 8
7704 5730 3 2
8596 8596 5 2
1650 7095 4 3
2055 8321 4 3
9018 7974 3 2
3299 3390 4 2
5357 9635 4 2
1802 360 6 5
5699 9907 4 2
3106 8483 5 1
8483 3106 5 1
688 2319 5 1
2319 688 5 1
3562 8479 6 2
8772 7374 3 2
3595 9107 4 4
8891 8772 5 5
8772 8891 5 5
3864 8772 5 1
8772 3864 5 1
3282 9470 1 2
8723 8321 1 2
2518 7699 5 1
7699 2518 5 1
9406 3820 4 2
7505 8321 1 2
1379 2189 4 4
3039 1785 0 1
1785 3039 0 1
3562 4211 5 1
4211 3562 5 1
9589 4173 0 3
4173 9589 0 3
2834 3594 1 2
5334 6913 5 1
6913 5334 5 1
8891 5589 3 2
8772 8898 4 2
5987 2850 7 3
4237 2834 3 2
3562 9164 5 1
9164 3562 5 1
2528 9345 4 2
3283 8321 4 5
8772 3925 4 9
45 1798 4 2
8772 2457 4 2
9244 361 5 1
361 9244 5 1
1748 6658 3 3
3562 3703 5 2
3703 3562 5 2
5394 5394 5 2
753 8321 4 2
3437 571 5 4
571 3437 5 4
3562 4671 5 1
4671 3562 5 1
3562 5412 4 4
625 9345 4 3
2749 2547 0 1
2547 2749 0 1
8744 3562 5 5
3562 8744 5 5
4744 8321 4 2
8772 3681 4 4
3377 2695 8 2
1262 1293 4 2
8772 9180 3 2
3562 8575 5 6
8575 3562 5 6
9813 2834 7 4
1730 2834 3 2
8478 6380 6 2
2528 4678 3 7
349 8771 6 2
8772 6356 3 4
364 1553 4 2
9352 8338 5 1
8338 9352 5 1
885 2723 8 4
826 826 0 4
8772 2772 5 1
2772 8772 5 1
8710 8710 5 2
3562 571 5 1
571 3562 5 1
3266 3437 5 2
3437 3266 5 2
571 7303 5 49
7303 571 5 49
5991 3568 4 53
3117 8772 5 1
8772 3117 5 1
1373 9589 3 2
1365 3123 3 2
3562 9233 5 6
9233 3562 5 6
5992 393 3 2
2528 2423 6 21
5413 1864 1 2
6380 5543 8 2
3530 6577 3 2
6185 6185 0 2
1843 6223 1 2
6251 2059 1 6
4453 4100 8 2
3562 701 4 3
8772 1889 3 2
9774 1096 7 2
3562 6041 4 4
2528 8867 5 1
8867 2528 5 1
6944 3501 4 2
110 3925 4 2
2528 1698 4 2
3562 1255 4 2
8168 2579 1 4
1569 3665 4 2
3562 110 5 8
110 3562 5 8
2452 3562 5 1
3562 2452 5 1
6620 3488 4 2
151 6893 3 2
9050 6342 1 2
1867 6775 4 2
1867 5126 5 1
5126 1867 5 1
911 911 5 2
3666 7505 7 2
3293 2769 1 2
3562 8797 5 6
8797 3562 5 6
8797 1630 3 6
1685 38 0 1
38 1685 0 1
4197 6774 0 1
6774 4197 0 1
1145 1461 4 4
343 7259 4 2
3562 4704 3 4
2335 8772 5 1
8772 2335 5 1
5669 9158 1 2
2182 2499 1 2
8502 7398 6 6
8237 8757 8 2
8772 7974 3 4
4339 3562 5 1
3562 4339 5 1
7775 2550 5 1
2550 7775 5 1
7775 8994 3 2
8589 6164 1 2
3562 8180 4 2
5096 6626 1 2
3357 8645 5 1
8645 3357 5 1
8772 138 5 2
138 8772 5 2
3530 6743 3 3
8772 3110 4 4
6187 6187 5 2
927 4346 0 1
4346 927 0 1
7236 9907 4 5
7628 4597 5 1
4597 7628 5 1
8596 1524 4 2
7887 8727 4 8
8772 181 3 24
7379 5172 4 2
8853 8321 1 2
8772 7095 4 4
2528 8321 4 7
1730 3594 4 22
6913 3562 5 1
3562 6913 5 1
8772 9066 3 3
8772 8447 5 6
8447 8772 5 6
9406 2244 5 1
2244 9406 5 1
4886 3215 1 3
6505 9848 3 2
1730 3274 5 1
3274 1730 5 1
1476 7321 1 2
3883 3687 4 2
7775 4159 3 2
4597 730 4 2
8772 9037 3 2
6658 3123 0 1
3123 6658 0 1
7909 3166 3 2
8772 4996 4 11
6090 8870 6 2
8847 7599 4 2
4223 1153 0 2
1153 4223 0 2
9161 6509 3 3
5732 5044 5 1
5044 5732 5 1
